beta,gamma,N,I0,days,peak_I_frac,time_to_peak,total_recovered_frac,R0_basic,beta_minus_gamma,beta_over_gamma,severe_outbreak
0.33883015595164057,0.46630405326955876,3144,49,149,0.015585241730279899,0.0,0.05236035631574977,0.7266292316695161,-0.1274738973179182,0.7266292316695161,0
0.5856177263487718,0.31591197116663755,1826,2,98,0.13257770805449087,25.0,0.7605878563800303,1.8537370527179853,0.2697057551821343,1.8537370527179853,1
0.7752248117200603,0.4022308522626288,4813,4,89,0.1477368296950673,19.5,0.7873095254685146,1.9273131520351214,0.3729939594574315,1.9273131520351214,1
0.7813216631734244,0.2708181474595344,2485,46,99,0.30797800822863747,9.5,0.9422903939231139,2.885041754043345,0.51050351571389,2.885041754043345,1
0.7628851614797353,0.17013904839135213,3072,47,119,0.4671246675946375,10.0,0.9912498708149845,4.48389225573282,0.5927461130883831,4.48389225573282,1
0.8289413634601528,0.24751015713727104,1780,2,123,0.35961671294293357,14.5,0.9669328663073666,3.3491205898286247,0.5814312063228817,3.3491205898286247,1
1.3546250805756734,0.11311209004937485,4218,15,146,0.7509227934047514,7.5,0.999999343397195,11.97595305669237,1.2415129905262985,11.97595305669237,1
0.2520060375896209,0.35250804186791523,1034,14,109,0.013539651837524178,0.0,0.04431435235655409,0.7148944354694966,-0.10050200427829431,0.7148944354694966,0
1.1177924600016358,0.39589137136294567,3467,16,92,0.30020510990026855,9.0,0.9404255182974234,2.8234827552653705,0.7219010886386901,2.8234827552653705,1
1.3824165831926511,0.15359629590269636,1564,2,96,0.6888417918909203,8.5,0.9999766760515948,9.000325008282854,1.2288202872899547,9.000325008282854,1
0.6192911974074142,0.4234053844095859,2996,23,176,0.06337789679888012,18.0,0.5735754853919679,1.4626436512397678,0.1958858129978283,1.4626436512397678,0
0.5439944499518015,0.4788047277813852,3356,15,154,0.01156349317017312,27.0,0.2557394267354876,1.136150957557338,0.06518972217041624,1.136150957557338,0
0.45835112679464385,0.4712196065220335,2817,9,99,0.003194888178913738,0.0,0.054916638714907075,0.9726911199167433,-0.012868479727389637,0.9726911199167433,0
0.16287486714926058,0.24579367700136706,4862,49,98,0.010078157136980667,0.0,0.028781141128130364,0.6626487269172294,-0.08291880985210648,0.6626487269172294,0
1.148051227239729,0.4508566208953362,4512,11,187,0.2590340348687227,10.5,0.914033298524723,2.5463776598419803,0.6971946063443928,2.5463776598419803,1
0.8264017045410286,0.19216807332385688,599,38,120,0.46703763473754584,6.5,0.9901436106543373,4.300411042516469,0.6342336312171717,4.300411042516469,1
0.623120820423194,0.09251000062768187,3477,37,169,0.5887440051809434,13.0,0.9992234581840119,6.735713070968642,0.5306108197955122,6.735713070968642,1
0.4674447222920105,0.4715659177402006,4764,12,83,0.0025188916876574307,0.0,0.05538188121360364,0.9912606163992101,-0.004121195448190118,0.9912606163992101,0
1.2635577409748686,0.11897794248102232,1052,37,101,0.7253776891682072,5.5,0.9999898828324396,10.620100790332742,1.1445797984938464,10.620100790332742,1
0.9391359081291808,0.443552918376859,701,10,113,0.19113919256770814,9.0,0.8439628556331713,2.1173029625548674,0.4955829897523218,2.1173029625548674,1
1.1883667735376486,0.4873218917274353,1896,25,140,0.24761994655813513,7.0,0.9028937842254141,2.438566363856922,0.7010448818102133,2.438566363856922,1
0.3014565035717511,0.0562713294686907,1284,12,113,0.5104490141397621,26.5,0.9896346751626834,5.357195332295839,0.24518517410306037,5.357195332295839,1
1.0487221430580005,0.10482462708283902,1093,15,140,0.7032947847379345,7.5,0.9999878380250525,10.004539698760237,0.9438975159751615,10.004539698760237,1
1.0719674099000411,0.3115024741494061,2376,10,183,0.37678994315592634,9.5,0.9725669105090546,3.441280563909399,0.760464935750635,3.441280563909399,1
1.1015699814621223,0.3825428017619938,4118,41,95,0.3107102464395922,8.0,0.9449143654899291,2.879599292911241,0.7190271797001284,2.879599292911241,1
0.27325532511048245,0.4674031479529284,863,20,196,0.023174971031286212,0.0,0.05300573954539779,0.5846244859651687,-0.19414782284244597,0.5846244859651687,0
0.7840176634921466,0.3482888957436121,1854,16,194,0.2092038713471402,12.0,0.8667140498066145,2.251055583664918,0.43572876774853453,2.251055583664918,1
0.501024717634877,0.4661637931904122,2746,2,151,0.0031763484904757415,70.5,0.13766632990567337,1.0747825655996954,0.034860924444464814,1.0747825655996954,0
0.987565156353519,0.09765383168783898,2998,36,96,0.7021854942533935,8.0,0.9998665143993425,10.112917632462981,0.88991132466568,10.112917632462981,1
0.6867600470428253,0.48480436046443176,1246,30,101,0.06752952028071052,10.0,0.5638707372072426,1.4165715143009947,0.20195568657839358,1.4165715143009947,0
1.226105281858159,0.2603217206998812,4698,32,174,0.49615214320929424,7.5,0.9946354665529525,4.709961499031835,0.9657835611582779,4.709961499031835,1
0.12497149756778284,0.09911479854458072,1795,41,110,0.041563507722430275,49.0,0.3627943526102361,1.2608762707777896,0.025856699023202118,1.2608762707777896,0
0.42569703875300713,0.2888463157695741,4085,38,152,0.0659478737509292,24.0,0.5808642435184059,1.4737838619087844,0.13685072298343304,1.4737838619087844,0
1.3148345352864157,0.3213982208024265,1804,21,94,0.4501032257670634,6.5,0.9890294573177504,4.090982619641461,0.9934363144839892,4.090982619641461,1
0.6962349209229137,0.3433689615109884,2183,48,184,0.176617557415373,10.5,0.8216688550081541,2.0276582887956605,0.35286595941192533,2.0276582887956605,1
0.7354556349068195,0.16152780332811117,1709,12,199,0.4694297892921311,12.0,0.9917295437404703,4.553121009222726,0.5739278315787084,4.553121009222726,1
1.2431962687934746,0.09737513593435623,3857,44,87,0.7577950213134834,7.0,0.9997256230317468,12.767081214978266,1.1458211328591184,12.767081214978266,1
0.9322071292590325,0.11577795988671423,1365,41,118,0.6485554160161262,7.5,0.9998693571337903,8.051680390388407,0.8164291693723182,8.051680390388407,1
0.3014207061595997,0.4644367126193526,1896,30,99,0.015822784810126583,0.0,0.04280291952708445,0.6490027553154285,-0.1630160064597529,0.6490027553154285,0
0.4986081152731098,0.1191260278364264,2550,6,144,0.43269719075142143,20.5,0.9861720333691956,4.185551422546847,0.3794820874366834,4.185551422546847,1
0.17755357282996415,0.12858866192113372,595,41,86,0.09450582429530885,17.0,0.5726853080603445,1.380787156326906,0.04896491090883043,1.380787156326906,0
0.9276013425553596,0.35632153705977787,4113,20,179,0.2658273131800287,11.0,0.9177106440026418,2.603270490494493,0.5712798054955818,2.603270490494493,1
0.8063367318311221,0.44375222400557385,1930,39,182,0.13862106407274133,9.5,0.760602161562209,1.8170877535049692,0.36258450782554824,1.8170877535049692,1
0.16086508681790873,0.13167428431843584,4501,12,107,0.01979177920944256,107.0,0.15349971759243622,1.2216894714907205,0.029190802499472895,1.2216894714907205,0
0.8997257124398818,0.23731809156643652,1622,14,85,0.409547064117247,9.5,0.9811894399897553,3.7912226012824064,0.6624076208734453,3.7912226012824064,1
0.6230597938434002,0.28568882692293673,4520,5,91,0.19171786348272582,21.5,0.8489862356969825,2.1809036095467174,0.3373709669204634,2.1809036095467174,1
0.17274661305114597,0.46617884105812796,4250,34,91,0.008,0.0,0.012634305551921469,0.37055867370352435,-0.293432228006982,0.37055867370352435,0
1.281004932236854,0.4561939147674277,1579,48,118,0.3119920955385611,5.5,0.9437596448683129,2.808027224321752,0.8248110174694263,2.808027224321752,1
1.1912685570798605,0.3391174741979964,4109,31,173,0.38735411774936124,7.5,0.9759776261974136,3.512849226944669,0.852151082881864,3.512849226944669,1
0.28837309177840587,0.2912306161764368,1953,26,196,0.013312852022529442,0.0,0.14725325316981935,0.9901881044117293,-0.0028575243980309417,0.9901881044117293,0
0.7479191118309222,0.2232902732451591,4359,34,156,0.3594875934100955,12.0,0.9665507358527164,3.3495373576338126,0.5246288385857631,3.3495373576338126,1
0.47304864450118445,0.1128957849292806,2451,24,99,0.43418389548718617,17.0,0.9861414492614723,4.19013557324136,0.36015285957190385,4.19013557324136,1
0.42559791674042313,0.21538031455180762,2376,25,123,0.1586352183624003,21.0,0.8000553797115668,1.97602978538714,0.21021760218861552,1.97602978538714,1
0.5584937901775636,0.22075883587711803,1323,34,108,0.25715319416958354,12.0,0.9073301487059259,2.529881931830989,0.3377349543004456,2.529881931830989,1
1.4284010974014767,0.46235660879218005,1835,42,137,0.3486732714409357,5.0,0.9622942865946312,3.0893926251706594,0.9660444886092967,3.0893926251706594,1
0.5597056870065643,0.2909456554235014,4822,42,138,0.14951759374353268,17.0,0.7862552544089965,1.9237465023901283,0.2687600315830629,1.9237465023901283,1
1.2261485591259085,0.2897250242295831,3436,38,155,0.4592805431696815,7.0,0.9903977045512983,4.232111335175133,0.9364235348963255,4.232111335175133,1
0.5034178598554464,0.38070192303963085,658,10,151,0.044923552337016275,17.0,0.47777071517094205,1.3223412580530645,0.12271593681581555,1.3223412580530645,0
1.3050066956562516,0.10944627678569477,3626,47,153,0.7476174587809755,6.5,0.9999992584738538,11.923719417258635,1.1955604188705569,11.923719417258635,1
0.23313404752190844,0.37657203272214207,3113,5,142,0.0016061676839061998,0.0,0.004197251544734311,0.6190954910715025,-0.14343798520023363,0.6190954910715025,0
0.29237110205292305,0.48149611065908615,4711,9,176,0.00191042241562301,0.0,0.0048390680970969565,0.6072138394902439,-0.1891250086061631,0.6072138394902439,0
0.9311548062528957,0.4021808470832961,4984,39,191,0.2211291686924442,10.0,0.8797857161473048,2.315263924191903,0.5289739591695997,2.315263924191903,1
0.45473669537486205,0.31553415291123915,4757,3,91,0.05402340630137618,44.0,0.5447989281002755,1.4411647397889795,0.1392025424636229,1.4411647397889795,0
0.9626319800337697,0.12708108684175495,1082,28,80,0.6329485783561966,7.5,0.9997264205072884,7.57494292783683,0.8355508931920148,7.57494292783683,1
0.7523792141737182,0.28518429898090525,3075,36,171,0.2704887691433431,11.0,0.9199408488301365,2.638221027112346,0.467194915192813,2.638221027112346,1
1.2189426031168933,0.27146894700894314,1560,30,96,0.48106070804184603,6.0,0.9930750953620546,4.49017324650667,0.9474736561079502,4.49017324650667,1
0.2676270239015719,0.10269660465504973,4690,36,90,0.25606668278661293,33.0,0.9016177050610926,2.6059968077865006,0.16493041924652216,2.6059968077865006,1
1.021008599056739,0.23837373535567075,4647,38,104,0.4568470390885983,8.5,0.9900343634204217,4.283226075781045,0.7826348637010683,4.283226075781045,1
0.5670928616595334,0.4542649463126911,3520,41,171,0.031228305534203953,16.5,0.4043613240120463,1.2483746902830088,0.11282791534684233,1.2483746902830088,0
0.47874891727424596,0.2138864079974243,2894,16,117,0.2016858371127769,21.0,0.859176312625133,2.2383325885766956,0.26486250927682164,2.2383325885766956,1
0.30689672155906833,0.4712573585190848,1209,28,132,0.02315963606286187,0.0,0.061615855155787,0.6512295585653751,-0.16436063696001646,0.6512295585653751,0
0.6366477518883737,0.37835856890482006,1291,28,193,0.11332830148542501,11.5,0.7064520273144939,1.6826571517362119,0.2582891829835537,1.6826571517362119,1
1.1924220914731491,0.26571630385604317,4712,7,125,0.47509540678335366,9.5,0.9927668950846338,4.487575937828664,0.926705787617106,4.487575937828664,1
1.481284162894051,0.3729921062016396,4308,47,130,0.44322099761876815,6.0,0.9881705582807483,3.9713552599777233,1.1082920566924113,3.9713552599777233,1
1.2907471508670956,0.3366832477960434,1033,7,94,0.42196438078412984,7.5,0.9845419622684165,3.8337136145514634,0.9540639030710522,3.8337136145514634,1
0.9235611999569089,0.35874336429745196,2950,1,91,0.25948489016321097,16.5,0.9138535514634427,2.574434238708701,0.5648178356594569,2.574434238708701,1
1.2555593156748497,0.18291156140484044,2544,48,135,0.616985077226248,6.0,0.9996291011053945,6.8642971829205734,1.0726477542700092,6.8642971829205734,1
0.7192397778950504,0.18586732614912121,2819,46,168,0.414626831447796,10.5,0.9819514410649481,3.8696407421173364,0.5333724517459293,3.8696407421173364,1
0.2548237753945547,0.49866559602690785,4015,3,185,0.0007471980074719801,0.0,0.0015262749263185655,0.5110113419190132,-0.24384182063235316,0.5110113419190132,0
0.4974718130096545,0.4266034608474222,694,6,159,0.018346501775005346,20.5,0.3089985122554079,1.1661223095130466,0.0708683521622323,1.1661223095130466,0
1.0319586305491517,0.34255625700145864,4995,31,90,0.32448251846252074,9.5,0.9525691281892266,3.012523080390727,0.6894023735476931,3.012523080390727,1
1.3558467584552754,0.06304977644201125,1606,12,134,0.8432392829613332,7.0,0.9997463790752926,21.504386454126255,1.292796982013264,21.504386454126255,1
1.187475116969106,0.13919190224580405,1143,1,189,0.6693693813841521,10.0,0.9999449189711471,8.531208337623696,1.0482832147233019,8.531208337623696,1
1.0187766550584862,0.0662732197226133,524,1,98,0.7853524001071779,10.5,0.9976893076542196,15.372373023712717,0.952503435335873,15.372373023712717,1
0.9482952487068187,0.4106668148867369,732,48,108,0.2482979032335666,5.5,0.8907031218287196,2.3091596747800556,0.5376284338200819,2.3091596747800556,1
1.289172380092302,0.07575437306896718,3511,40,196,0.8100510210264235,6.5,0.9999996183724759,17.017794852828267,1.213418007023335,17.017794852828267,1
1.180951758746133,0.3641543527903867,4675,41,180,0.35797635499493674,7.5,0.9661156103818286,3.242997782937139,0.8167974059557461,3.242997782937139,1
0.15621181936589298,0.1408019498235749,1011,7,163,0.011330247419028551,64.5,0.20322587401633613,1.109443580586964,0.015409869542318072,1.109443580586964,0
1.1432633796603824,0.33350533005937943,2770,5,182,0.3757940225612308,10.0,0.9726129347821341,3.4280213136528537,0.809758049601003,3.4280213136528537,1
0.3172981894175272,0.3805794913708227,738,10,81,0.013550135501355014,0.0,0.06770492604405395,0.8337238254080367,-0.06328130195329551,0.8337238254080367,0
1.0938665761938253,0.4910921532044068,1718,37,153,0.21580726318573099,7.0,0.8702522242720465,2.227416115399682,0.6027744229894185,2.227416115399682,1
0.17630044098781383,0.32733903646738977,519,3,106,0.005780346820809248,0.0,0.012397797833518921,0.5385866680932119,-0.15103859547957593,0.5385866680932119,0
1.093409599140869,0.12790753089012646,4478,19,91,0.665679643319802,9.0,0.9999236706963969,8.548438012458517,0.9655020682507425,8.548438012458517,1
0.35694652043244657,0.4910122307993866,3163,23,145,0.007271577616187164,0.0,0.025537335813553375,0.7269605481136876,-0.13406571036694004,0.7269605481136876,0
0.9909716789508876,0.3075859174813868,4028,22,97,0.3490434534417698,10.0,0.9631634140392176,3.2217719428291285,0.6833857614695007,3.2217719428291285,1
1.424434234981333,0.1856041846316231,2382,29,144,0.6511005250193774,6.0,0.9998892613346909,7.674580386258377,1.2388300503497098,7.674580386258377,1
1.0089264173434325,0.47326748436298327,3648,8,97,0.18831209426661663,12.5,0.8447341118574678,2.1318312596552977,0.5356589329804492,2.1318312596552977,1
0.8116938338257188,0.23181547583334472,4611,24,95,0.37672233249101067,11.5,0.972510295953973,3.501465253377891,0.5798783579923741,3.501465253377891,1
0.28773245382187146,0.17513399560156584,1036,5,116,0.09347676494081204,40.5,0.6701200285235204,1.6429274786630796,0.11259845822030562,1.6429274786630796,0
0.6990644991538899,0.32494439616648274,2303,32,196,0.19387401578546776,12.0,0.8473896857440868,2.1513357589823756,0.37412010298740717,2.1513357589823756,1
0.6722963532001759,0.1479328370136329,2353,47,150,0.4699306747569029,10.5,0.9915552766150781,4.544605286912869,0.524363516186543,4.544605286912869,1
0.543857275844133,0.06622692542481368,1844,21,137,0.6397580456484263,14.5,0.9996265953451304,8.212026639551086,0.47763035041931934,8.212026639551086,1
0.4158300154858954,0.30760606990495204,2633,18,147,0.043038104862134,28.5,0.4865858644448081,1.351826430519995,0.10822394558094334,1.351826430519995,0
1.08280305355452,0.34157681699054454,3142,32,153,0.34774497227980417,8.0,0.9618904524262024,3.17001330211615,0.7412262365639753,3.17001330211615,1
1.2024051107803355,0.29711497261985576,1922,10,131,0.441168305975466,8.0,0.9876835196278317,4.046935434380665,0.9052901381604798,4.046935434380665,1
0.9764174733174799,0.21229580050261443,4827,26,176,0.4797219204551236,9.5,0.9929817297537595,4.599325427096497,0.7641216728148654,4.599325427096497,1
1.3409640414131907,0.4644757387828362,3815,42,140,0.3170668224607213,6.5,0.9484139306063701,2.8870486215861386,0.8764883026303545,2.8870486215861386,1
0.8283851606367967,0.4099416848437264,1606,16,142,0.17021436747397864,11.0,0.8179239581365517,2.0207390252410775,0.4184434757930703,2.0207390252410775,1
0.7917983051243928,0.10213552595087078,4268,3,88,0.6311890095559127,15.0,0.9994120926605897,7.752427940746724,0.6896627791735219,7.752427940746724,1
1.2787904954552485,0.07500556260809506,849,14,147,0.8085507484265472,6.5,0.9999818173569371,17.049275426903254,1.2037849328471535,17.049275426903254,1
0.3421922232682313,0.19125201641089518,2003,4,169,0.11929715194435914,39.0,0.734023281922277,1.7892215187579974,0.1509402068573361,1.7892215187579974,1
0.12055598098409909,0.4222280410343089,3677,42,129,0.011422355180853957,0.0,0.015901366321583305,0.2855233884722097,-0.3016720600502098,0.2855233884722097,0
0.3150580586848887,0.3203781835752864,2175,33,94,0.015172413793103448,0.0,0.15041749285427336,0.9833942348039203,-0.005320124890397737,0.9833942348039203,0
0.6108871055095535,0.48129313140543756,844,49,133,0.07289233102054438,4.5,0.5089398605353941,1.2692620476957253,0.12959397410411594,1.2692620476957253,0
0.5353461138890727,0.35944927212474165,3974,8,164,0.06401350241169422,29.0,0.5837370804569211,1.489350947143631,0.17589684176433107,1.489350947143631,0
0.6429783732291096,0.3383998855637717,2001,1,160,0.1412743591196001,25.5,0.7766223823149148,1.9000549369510344,0.30457848766533785,1.9000549369510344,1
0.8351236241541655,0.12368808691623315,1440,35,99,0.5983880147062791,8.5,0.9993613924151572,6.751851734272088,0.7114355372379324,6.751851734272088,1
1.2708260067703332,0.49510985120762246,4811,28,104,0.2667657825137084,8.0,0.9185798350681357,2.5667556476015605,0.7757161555627108,2.5667556476015605,1
1.4864503300567815,0.11371814985594862,4275,25,133,0.7717422142970262,6.5,0.9999995995441382,13.071355205301249,1.372732180200833,13.071355205301249,1
0.6496018021786878,0.08602217764078327,4259,38,84,0.6204089550615101,12.5,0.998194818015496,7.551561934311117,0.5635796245379046,7.551561934311117,1
0.7570577078665617,0.11780283821595809,2452,16,101,0.5790702009928598,11.5,0.9989927114254608,6.42648105369678,0.6392548696506036,6.42648105369678,1
1.3699450710187009,0.07009209003842551,3344,12,103,0.8324513202802861,7.5,0.9990491979822579,19.544931108027697,1.2998529809802755,19.544931108027697,1
0.786276559362221,0.31390032785665817,1814,36,139,0.25497463725902625,9.5,0.9066067653990434,2.504860586578528,0.4723762315055628,2.504860586578528,1
0.21776146837963484,0.1596503543250711,4282,42,182,0.04692230806337173,47.0,0.4993757993320445,1.3639898846465517,0.058111114054563734,1.3639898846465517,0
1.0088086701879841,0.3515914649081097,3369,39,171,0.30789647163075656,8.5,0.9432058088071819,2.8692638214401525,0.6572172052798744,2.8692638214401525,1
0.18135187441002626,0.2149737732196756,3846,27,185,0.0070202808112324495,0.0,0.03984076695793097,0.8435999968456986,-0.03362189880964933,0.8435999968456986,0
1.2822704226020611,0.2671576288642823,2023,27,172,0.5048760988698727,6.5,0.9954007116487681,4.799677359217252,1.0151127937377789,4.799677359217252,1
1.2928217236336368,0.27715616730657416,2438,45,116,0.49734996411481247,6.0,0.9946390550982162,4.664596628671055,1.0156655563270627,4.664596628671055,1
1.2903840183672104,0.2032658580161859,3142,29,139,0.5912234779680766,6.5,0.9993171470059056,6.348257552748765,1.0871181603510245,6.348257552748765,1
0.8439754574064087,0.09724087215323177,598,20,199,0.6654721297403808,8.0,0.9999300829012924,8.679225501767155,0.7467345852531769,8.679225501767155,1
0.9831651365106393,0.12987796209663538,4628,1,120,0.6311815562488812,14.0,0.999778072428388,7.569915023605912,0.8532871744140039,7.569915023605912,1
0.3682442135277797,0.061170409309357646,3235,46,162,0.5488537996402504,20.0,0.9978867906546687,6.019973017761823,0.30707380421842206,6.019973017761823,1
0.5305491013891006,0.31931473620098144,2516,28,80,0.10215233106730769,17.5,0.6881221839756941,1.6615240113915855,0.21123436518811917,1.6615240113915855,1
0.4892309492411393,0.36636505956450166,2866,32,165,0.04381604977675228,20.0,0.48119700298327556,1.33536464919086,0.12286588967663764,1.33536464919086,0
0.9685007935212616,0.26487764313247975,4918,49,171,0.3979005618416441,9.0,0.9784205204010422,3.6564082270879372,0.7036231503887819,3.6564082270879372,1
1.3646590207496743,0.3743131760232582,1781,48,154,0.41227366400587995,5.0,0.9815288838638904,3.6457680577743816,0.9903458447264161,3.6457680577743816,1
1.313522013566697,0.10134683203263674,4019,25,167,0.7646537744552034,7.0,0.9999997627781874,12.960661791023751,1.2121751815340602,12.960661791023751,1
0.716124179338316,0.2988967110850739,4826,33,130,0.23108291208234846,13.5,0.8889303551499526,2.3958918006778878,0.4172274682532421,2.3958918006778878,1
1.4784093140042744,0.17970271046955738,4864,41,168,0.6718540455391814,6.0,0.999949290055953,8.226972816054019,1.298706603534717,8.226972816054019,1
1.1499769531093762,0.20592178759087199,521,7,115,0.5510157847657345,7.0,0.9980651094226065,5.584532683807917,0.9440551655185042,5.584532683807917,1
1.18828037854085,0.27036488381760765,684,43,198,0.48431963027009267,4.5,0.9925985808347042,4.395098807811455,0.9179154947232424,4.395098807811455,1
0.7509628386711142,0.4900626405832281,1588,21,88,0.08049183527211415,12.0,0.6253022233133624,1.5323813253289138,0.2609001980878861,1.5323813253289138,0
0.21874698123656489,0.29995776956199377,4071,27,176,0.006632277081798084,0.0,0.023549645037555994,0.7292592605818645,-0.08121078832542888,0.7292592605818645,0
1.394582334107844,0.42016239077784423,1572,2,86,0.37016326286660156,9.0,0.9708613066465019,3.319150796733762,0.9744199433299998,3.319150796733762,1
0.16817786123939177,0.0991770310015511,2177,46,161,0.11248292552478484,43.5,0.7030899094841295,1.695733977323454,0.06900083023784066,1.695733977323454,1
1.0985614748363774,0.39817430723823183,536,43,168,0.32253937329403826,4.5,0.942568988266325,2.758996386422032,0.7003871675981457,2.758996386422032,1
1.2212202289492848,0.07203366942047566,3827,45,108,0.8076070235981239,7.0,0.9994862659246806,16.95346410608025,1.149186559528809,16.95346410608025,1
0.970656882725344,0.43615638708117044,2496,1,194,0.20317249589903702,16.5,0.8628385165822547,2.225479005870206,0.5345004956441736,2.225479005870206,1
